avoid_flag,prevent_flag,treat_flag,Group,Causes of deaths,Rationale for inclusion,Range,cid_pai
Avoidable mortality,Preventable mortality,,Alcohol-related deaths,Other alcohol-related disorders,Deaths can be largely prevented through public health interventions (e.g. alcohol control policies).,"(K73, K74.0-K74.2, K74.6)",K741
Avoidable mortality,Preventable mortality,,Alcohol-related deaths,Other alcohol-related disorders,Deaths can be largely prevented through public health interventions (e.g. alcohol control policies).,"(K73, K74.0-K74.2, K74.6)",K742
Avoidable mortality,Preventable mortality,,Alcohol-related deaths,Other alcohol-related disorders,Deaths can be largely prevented through public health interventions (e.g. alcohol control policies).,"(K73, K74.0-K74.2, K74.6)",K746
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",F11
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",F12
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",F13
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",F14
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",F15
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",F16
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",F18
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",F19
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",X40
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",X41
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",X42
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",X43
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",X44
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",X85
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",Y10
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",Y11
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",Y12
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",Y13
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Drug disorders and poisonings,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,"(F11 -F16, F18 -F19, X40 - X44, X85, Y10 -Y14)",Y14
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Intentional self-poisoning by drugs,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,(X60-X64),X60
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Intentional self-poisoning by drugs,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,(X60-X64),X61
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Intentional self-poisoning by drugs,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,(X60-X64),X62
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Intentional self-poisoning by drugs,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,(X60-X64),X63
Avoidable mortality,Preventable mortality,,Drug-related deaths**,Intentional self-poisoning by drugs,Deaths can be largely prevented through public health interventions (e.g. drug control policies).,(X60-X64),X64
Avoidable mortality,Preventable mortality,,Provisional assignment of new diseases,COVID-19,Most of these infections and deaths can be prevented through prevention measures (including vaccination).,(U07.1- U07.2),U071
Avoidable mortality,Preventable mortality,,Provisional assignment of new diseases,COVID-20,Most of these infections and deaths can be prevented through prevention measures (including vaccination).,(U07.1- U07.2),U072
